1283,1,0,662,436,135.96,540,496,65,1000,6114,90.00,1246,249.20,0
1339,1,0,663,438,136.42,540,496,65,1000,6114,90.00,1246,249.20,0
1388,1,0,662,438,135.09,540,496,65,1000,6114,90.00,1246,249.20,0
1438,1,0,662,440,134.24,540,496,65,1000,6114,90.00,1246,249.20,0
1487,1,0,663,441,134.74,540,496,65,1000,6114,90.00,1246,249.20,0
1538,1,0,662,440,134.24,540,496,65,1000,6114,90.00,1246,249.20,0
1588,1,0,661,441,132.91,540,496,65,1000,6114,90.00,1246,249.20,0
1637,1,0,661,442,132.50,540,496,65,1000,6114,90.00,1246,249.20,0
1689,1,0,661,441,132.91,540,496,65,1000,6114,90.00,1246,249.20,0
1739,1,0,661,441,132.91,540,496,65,1000,6114,90.00,1246,249.20,0
1789,1,0,661,441,132.91,540,496,65,1000,6114,90.00,1246,249.20,0
1839,1,0,660,443,130.78,540,496,65,1000,6114,90.00,1246,249.20,0
1889,1,0,659,445,129.47,540,496,65,1000,6114,90.00,1246,249.20,0
1938,1,0,659,445,129.47,540,496,65,1000,6114,90.00,1246,249.20,0
1988,1,0,657,445,128.55,540,496,65,1000,6114,90.00,1246,249.20,0
2037,1,0,613,454,85.09,540,496,65,1000,6114,90.00,1246,249.20,0
2091,1,0,584,465,54.41,540,496,65,1000,6114,90.00,1246,249.20,0
2140,1,0,546,496,6.00,540,496,65,1000,6114,90.00,1246,249.20,0
2190,1,0,511,507,30.46,540,496,65,1000,6114,90.00,1246,249.20,0
2239,1,0,509,508,33.24,540,496,65,1000,6114,90.00,1246,249.20,0
2289,2,0,508,508,33.24,540,496,65,1000,6114,90.00,1246,249.20,0
2338,2,0,508,508,33.24,540,496,65,1000,6114,90.00,1246,249.20,0
2388,3,1,508,508,34.18,540,496,65,1000,6114,90.00,1246,249.20,0
2438,3,1,508,508,34.18,540,496,65,1000,6114,90.00,1246,249.20,0
2491,3,1,510,508,32.31,540,496,65,1000,6114,90.00,1246,249.20,0
2540,3,1,512,507,31.02,540,496,65,1000,6114,90.00,1246,249.20,0
2590,3,1,515,505,27.51,540,496,65,1000,6114,90.00,1246,249.20,0
2639,3,1,515,504,26.25,540,496,65,1000,6114,90.00,1246,249.20,0
2690,3,1,515,504,26.25,540,496,65,1000,6114,90.00,1246,249.20,0
