1271,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
1333,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
1383,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
1433,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
1483,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
1534,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
1585,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
1635,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
1685,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
1738,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
1789,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
1841,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
1891,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
1941,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
1991,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
2042,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
2094,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
2144,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
2197,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
2247,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
2298,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
2350,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
2399,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
2449,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
2499,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
2549,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
2600,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
2654,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
2704,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
2754,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
2804,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
2854,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
2906,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
2956,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
3006,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
3118,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
3168,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
3218,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
3268,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
3318,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
3369,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
3420,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
3470,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
3520,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
3572,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
3623,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
3675,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
3725,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
3775,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
3825,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
3876,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
3928,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
3978,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
4031,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
4081,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
4132,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
4184,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
4234,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
4284,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
4334,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
4384,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
4439,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
4489,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
4539,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
4589,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
4639,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
4690,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
4742,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
4792,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
4842,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
4895,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
4945,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
4997,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
5047,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
5097,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
5147,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
5197,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
5249,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
5299,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
5352,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
5451,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
5502,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
5553,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
5603,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
5653,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
5703,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
5753,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
5807,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
5857,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
5906,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
5956,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
6006,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
6057,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
6108,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
6158,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
6208,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
6261,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
6312,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
6364,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
6414,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
6463,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
6513,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
6564,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
6616,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
6666,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
6719,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
6769,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
6820,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
6872,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
6922,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
6972,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
7022,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
7072,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
7127,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
7177,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
7227,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
7277,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
7327,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
7377,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
7429,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
7479,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
7529,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
7582,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
7632,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
7684,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
7734,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
7834,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
7884,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
7936,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
7985,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
8035,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
8088,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
8138,0,0,508,508,1.41,508,508,30,1000,7598,90.00,0,0.00,0
8189,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
8240,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
8289,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
8339,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
8389,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
8439,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
8494,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
8544,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
8593,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
8643,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
8693,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
8744,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
8795,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
8844,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
8894,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
8947,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
8998,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
9050,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
9100,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
9150,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
9199,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
9249,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
9300,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
9351,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
9404,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
9453,0,0,508,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
9503,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
9554,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
9606,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
9656,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
9705,0,0,508,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
9755,0,0,509,508,1.00,508,508,30,1000,7598,90.00,0,0.00,0
9809,0,0,509,508,0.00,508,508,30,1000,7598,90.00,0,0.00,0
9860,0,0,512,508,4.12,508,508,30,1000,7598,90.00,0,0.00,0
