1077,0,0,508,506,1.00,506,507,15,400,3000,90
1099,0,0,508,506,1.00,506,507,15,400,3000,90
1121,0,0,507,506,0.00,506,507,15,400,3000,90
1143,0,0,507,506,0.00,506,507,15,400,3000,90
1165,0,0,507,506,0.00,506,507,15,400,3000,90
1187,0,0,507,506,0.00,506,507,15,400,3000,90
1209,0,0,507,505,1.00,506,507,15,400,3000,90
1231,0,0,508,506,1.00,506,507,15,400,3000,90
1254,0,0,507,506,0.00,506,507,15,400,3000,90
1275,0,0,507,506,1.00,506,507,15,400,3000,90
1298,0,0,507,506,1.00,506,507,15,400,3000,90
1319,0,0,508,506,1.00,506,507,15,400,3000,90
1342,0,0,508,506,0.00,506,507,15,400,3000,90
1364,0,0,507,506,1.00,506,507,15,400,3000,90
1386,0,0,507,506,0.00,506,507,15,400,3000,90
1409,0,0,507,506,0.00,506,507,15,400,3000,90
1430,0,0,508,506,0.00,506,507,15,400,3000,90
1453,0,0,508,506,0.00,506,507,15,400,3000,90
1474,0,0,507,506,0.00,506,507,15,400,3000,90
1497,0,0,508,506,1.00,506,507,15,400,3000,90
1518,0,0,507,506,0.00,506,507,15,400,3000,90
1541,0,0,507,506,0.00,506,507,15,400,3000,90
1562,0,0,507,506,1.00,506,507,15,400,3000,90
1585,0,0,508,506,1.00,506,507,15,400,3000,90
1607,0,0,507,506,0.00,506,507,15,400,3000,90
1629,0,0,507,506,0.00,506,507,15,400,3000,90
1651,0,0,508,506,1.00,506,507,15,400,3000,90
1673,0,0,507,506,0.00,506,507,15,400,3000,90
1695,0,0,507,506,1.00,506,507,15,400,3000,90
1717,0,0,507,506,0.00,506,507,15,400,3000,90
1739,0,0,507,506,1.00,506,507,15,400,3000,90
1762,0,0,507,507,1.00,506,507,15,400,3000,90
1783,0,0,507,506,1.00,506,507,15,400,3000,90
1806,0,0,507,506,1.00,506,507,15,400,3000,90
1827,0,0,507,506,0.00,506,507,15,400,3000,90
1850,0,0,508,506,1.00,506,507,15,400,3000,90
1872,0,0,508,506,1.00,506,507,15,400,3000,90
1894,0,0,507,506,0.00,506,507,15,400,3000,90
1916,0,0,507,506,0.00,506,507,15,400,3000,90
1938,0,0,507,506,0.00,506,507,15,400,3000,90
1960,0,0,508,506,0.00,506,507,15,400,3000,90
1982,0,0,507,507,0.00,506,507,15,400,3000,90
2004,0,0,508,506,1.00,506,507,15,400,3000,90
2027,0,0,507,506,1.41,506,507,15,400,3000,90
2049,0,0,508,505,1.00,506,507,15,400,3000,90
2071,0,0,508,506,0.00,506,507,15,400,3000,90
2093,0,0,507,505,0.00,506,507,15,400,3000,90
2115,0,0,508,506,1.00,506,507,15,400,3000,90
2137,0,0,508,506,0.00,506,507,15,400,3000,90
2159,0,0,507,506,0.00,506,507,15,400,3000,90
2182,0,0,508,506,0.00,506,507,15,400,3000,90
2203,0,0,507,506,1.00,506,507,15,400,3000,90
2226,0,0,507,506,0.00,506,507,15,400,3000,90
2247,0,0,508,505,1.00,506,507,15,400,3000,90
2270,0,0,508,506,0.00,506,507,15,400,3000,90
2291,0,0,507,506,1.00,506,507,15,400,3000,90
2314,0,0,508,506,0.00,506,507,15,400,3000,90
2336,0,0,507,506,1.00,506,507,15,400,3000,90
2358,0,0,507,506,1.00,506,507,15,400,3000,90
2380,0,0,507,506,0.00,506,507,15,400,3000,90
2402,0,0,508,506,0.00,506,507,15,400,3000,90
2424,0,0,507,506,1.00,506,507,15,400,3000,90
2446,0,0,508,506,0.00,506,507,15,400,3000,90
2468,0,0,508,506,1.00,506,507,15,400,3000,90
2491,0,0,507,506,0.00,506,507,15,400,3000,90
2512,0,0,507,506,1.00,506,507,15,400,3000,90
2535,0,0,507,506,0.00,506,507,15,400,3000,90
2556,0,0,507,506,1.00,506,507,15,400,3000,90
2579,0,0,508,506,0.00,506,507,15,400,3000,90
2600,0,0,507,506,0.00,506,507,15,400,3000,90
2623,0,0,507,506,1.41,506,507,15,400,3000,90
2646,0,0,507,506,0.00,506,507,15,400,3000,90
2667,0,0,508,506,0.00,506,507,15,400,3000,90
2690,0,0,507,506,1.00,506,507,15,400,3000,90
2711,0,0,508,506,0.00,506,507,15,400,3000,90
2734,0,0,508,506,0.00,506,507,15,400,3000,90
2755,0,0,507,506,1.00,506,507,15,400,3000,90
2778,0,0,507,506,0.00,506,507,15,400,3000,90
2799,0,0,507,506,0.00,506,507,15,400,3000,90
2822,0,0,508,506,0.00,506,507,15,400,3000,90
2844,0,0,508,506,1.00,506,507,15,400,3000,90
2866,0,0,508,506,0.00,506,507,15,400,3000,90
2888,0,0,507,506,0.00,506,507,15,400,3000,90
2910,0,0,507,506,1.00,506,507,15,400,3000,90
2932,0,0,507,506,0.00,506,507,15,400,3000,90
2954,0,0,507,506,0.00,506,507,15,400,3000,90
2976,0,0,507,506,0.00,506,507,15,400,3000,90
2998,0,0,507,505,1.41,506,507,15,400,3000,90
3020,0,0,508,506,1.00,506,507,15,400,3000,90
3043,0,0,507,506,0.00,506,507,15,400,3000,90
3064,0,0,508,506,1.00,506,507,15,400,3000,90
3087,0,0,508,506,0.00,506,507,15,400,3000,90
3108,0,0,507,506,0.00,506,507,15,400,3000,90
3131,0,0,508,506,1.00,506,507,15,400,3000,90
3153,0,0,507,506,1.00,506,507,15,400,3000,90
3175,0,0,507,506,0.00,506,507,15,400,3000,90
3197,0,0,508,506,0.00,506,507,15,400,3000,90
3219,0,0,507,506,1.00,506,507,15,400,3000,90
3241,0,0,508,506,1.00,506,507,15,400,3000,90
3263,0,0,507,506,1.00,506,507,15,400,3000,90
3286,0,0,507,506,1.41,506,507,15,400,3000,90
3308,0,0,508,506,0.00,506,507,15,400,3000,90
3330,0,0,507,506,1.00,506,507,15,400,3000,90
3352,0,0,508,506,1.00,506,507,15,400,3000,90
3374,0,0,507,506,1.00,506,507,15,400,3000,90
3396,0,0,508,506,0.00,506,507,15,400,3000,90
3419,0,0,509,506,1.00,506,507,15,400,3000,90
3440,0,0,507,506,0.00,506,507,15,400,3000,90
3463,0,0,507,506,1.00,506,507,15,400,3000,90
3484,0,0,507,506,0.00,506,507,15,400,3000,90
3507,0,0,507,506,0.00,506,507,15,400,3000,90
3528,0,0,507,506,1.00,506,507,15,400,3000,90
3551,0,0,507,506,1.00,506,507,15,400,3000,90
3573,0,0,507,506,1.00,506,507,15,400,3000,90
3595,0,0,507,506,1.00,506,507,15,400,3000,90
3617,0,0,508,506,1.00,506,507,15,400,3000,90
3640,0,0,507,505,1.00,506,507,15,400,3000,90
3661,0,0,507,505,0.00,506,507,15,400,3000,90
3684,0,0,507,506,1.00,506,507,15,400,3000,90
3705,0,0,507,506,0.00,506,507,15,400,3000,90
3728,0,0,507,506,1.00,506,507,15,400,3000,90
3749,0,0,508,506,0.00,506,507,15,400,3000,90
3772,0,0,508,506,1.00,506,507,15,400,3000,90
3794,0,0,507,506,1.00,506,507,15,400,3000,90
3816,0,0,507,506,1.00,506,507,15,400,3000,90
3838,0,0,508,506,0.00,506,507,15,400,3000,90
3860,0,0,507,506,0.00,506,507,15,400,3000,90
3883,0,0,508,506,1.00,506,507,15,400,3000,90
3905,0,0,508,506,1.00,506,507,15,400,3000,90
3927,0,0,507,505,0.00,506,507,15,400,3000,90
3949,0,0,507,506,0.00,506,507,15,400,3000,90
3971,0,0,507,506,0.00,506,507,15,400,3000,90
3993,0,0,507,506,0.00,506,507,15,400,3000,90
4015,0,0,508,506,0.00,506,507,15,400,3000,90
4037,0,0,507,506,0.00,506,507,15,400,3000,90
4059,0,0,508,506,0.00,506,507,15,400,3000,90
4081,0,0,507,506,0.00,506,507,15,400,3000,90
4103,0,0,507,506,1.00,506,507,15,400,3000,90
4125,0,0,507,506,0.00,506,507,15,400,3000,90
4147,0,0,507,506,0.00,506,507,15,400,3000,90
4169,0,0,508,506,1.41,506,507,15,400,3000,90
4192,0,0,508,506,0.00,506,507,15,400,3000,90
4213,0,0,507,506,1.41,506,507,15,400,3000,90
4236,0,0,508,506,1.00,506,507,15,400,3000,90
4257,0,0,508,506,1.00,506,507,15,400,3000,90
4280,0,0,507,506,1.00,506,507,15,400,3000,90
4302,0,0,508,506,0.00,506,507,15,400,3000,90
4324,0,0,508,506,0.00,506,507,15,400,3000,90
4346,0,0,507,506,1.00,506,507,15,400,3000,90
4368,0,0,508,506,0.00,506,507,15,400,3000,90
4390,0,0,508,506,0.00,506,507,15,400,3000,90
4412,0,0,507,506,0.00,506,507,15,400,3000,90
4434,0,0,508,506,1.00,506,507,15,400,3000,90
4456,0,0,507,506,0.00,506,507,15,400,3000,90
4478,0,0,507,506,1.41,506,507,15,400,3000,90
4501,0,0,508,506,0.00,506,507,15,400,3000,90
4523,0,0,508,506,1.00,506,507,15,400,3000,90
4545,0,0,508,506,0.00,506,507,15,400,3000,90
4567,0,0,508,506,0.00,506,507,15,400,3000,90
4589,0,0,508,506,0.00,506,507,15,400,3000,90
4611,0,0,507,506,0.00,506,507,15,400,3000,90
4633,0,0,508,505,0.00,506,507,15,400,3000,90
4655,0,0,507,506,0.00,506,507,15,400,3000,90
4677,0,0,507,506,0.00,506,507,15,400,3000,90
4700,0,0,508,506,1.00,506,507,15,400,3000,90
4721,0,0,508,506,1.00,506,507,15,400,3000,90
4744,0,0,507,506,1.00,506,507,15,400,3000,90
4765,0,0,508,506,1.00,506,507,15,400,3000,90
4788,0,0,507,506,1.00,506,507,15,400,3000,90
4810,0,0,507,506,1.00,506,507,15,400,3000,90
4832,0,0,507,506,0.00,506,507,15,400,3000,90
4854,0,0,507,506,1.00,506,507,15,400,3000,90
4876,0,0,507,506,1.00,506,507,15,400,3000,90
4898,0,0,507,506,1.00,506,507,15,400,3000,90
4921,0,0,508,506,0.00,506,507,15,400,3000,90
4942,0,0,508,506,1.00,506,507,15,400,3000,90
4965,0,0,507,506,0.00,506,507,15,400,3000,90
4986,0,0,508,506,1.00,506,507,15,400,3000,90
5009,0,0,507,506,0.00,506,507,15,400,3000,90
5030,0,0,507,506,0.00,506,507,15,400,3000,90
5053,0,0,508,506,1.00,506,507,15,400,3000,90
5075,0,0,507,506,1.00,506,507,15,400,3000,90
5097,0,0,508,506,0.00,506,507,15,400,3000,90
